,id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,tvBroadcasts,threeMinRecapFr,condensedGameFr,gameCenterLink,venue.default,awayTeam.id,awayTeam.commonName.default,awayTeam.placeName.default,awayTeam.placeName.fr,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.logo,awayTeam.darkLogo,awayTeam.awaySplitSquad,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.logo,homeTeam.darkLogo,homeTeam.homeSplitSquad,homeTeam.score,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalie.firstInitial.default,winningGoalie.lastName.default,winningGoalScorer.playerId,winningGoalScorer.firstInitial.default,winningGoalScorer.lastName.default,threeMinRecap,awayTeam.commonName.fr,venue.fr,homeTeam.commonName.fr,homeTeam.airlineLink,homeTeam.airlineDesc,winningGoalie.lastName.cs,winningGoalie.lastName.fi,winningGoalie.lastName.sk,homeTeam.placeName.fr,condensedGame,winningGoalie.lastName.sv,homeTeam.hotelLink,homeTeam.hotelDesc,awayTeam.airlineLink,awayTeam.airlineDesc,awayTeam.hotelLink,awayTeam.hotelDesc,winningGoalScorer.lastName.cs,winningGoalScorer.lastName.fi,winningGoalScorer.lastName.sk,ticketsLink,ticketsLinkFr,awayTeam.radioLink,homeTeam.radioLink,venue.es,awayTeam.promoLink,awayTeam.promoDesc,homeTeam.promoLink,homeTeam.promoDesc,specialEvent.parentId,specialEvent.name.default,specialEvent.lightLogoUrl.default,venue.cs,venue.fi,venue.sk,winningGoalScorer.lastName.sv,specialEvent.lightLogoUrl.fr,winningGoalScorer.lastName.de,specialEvent.name.fr
486,2024020381,20242025,2,2024-11-30,False,2024-12-01T00:00:00Z,-05:00,-06:00,US/Central,OFF,OK,"[{'id': 566, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNMW', 'sequenceNumber': 273}, {'id': 322, 'market': 'A', 'countryCode': 'US', 'network': 'NBCSP', 'sequenceNumber': 380}]",/fr/video/phi-vs-stl-30-11-2024-resume-6365372945112,/fr/video/match-condense-flyers-blues30-11-2024-6365372167112,/gamecenter/phi-vs-stl/2024/11/30/2024020381,Enterprise Center,4,Flyers,Philadelphia,Philadelphie,Philadelphia,de Philadelphie,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,https://assets.nhle.com/logos/nhl/svg/PHI_dark.svg,False,3.0,19,Blues,St. Louis,St. Louis,de St. Louis,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,https://assets.nhle.com/logos/nhl/svg/STL_dark.svg,False,2.0,OT,3,OT,8482783.0,A.,Kolosov,8484387.0,M.,Michkov,,,,,,,,,,,/video/phi-at-stl-condensed-game-6365373724112,,https://www.stlouisunionstation.com/hotel-packages,Stay at Hilton,,,,,Mičkov,Mitshkov,Mičkov,,,,,,,,,,,,,,,,,,,
487,2024020382,20242025,2,2024-11-30,False,2024-12-01T00:00:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,"[{'id': 284, 'market': 'N', 'countryCode': 'CA', 'network': 'SN1', 'sequenceNumber': 102}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 22, 'market': 'H', 'countryCode': 'US', 'network': 'KCAL', 'sequenceNumber': 655}]",/fr/video/ott-vs-lak-30-11-2024-resume-6365372643112,/fr/video/match-condense-senateurs-kings30-11-2024-6365373810112,/gamecenter/ott-vs-lak/2024/11/30/2024020382,Crypto.com Arena,9,Senators,Ottawa,,Ottawa,d'Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,False,2.0,26,Kings,Los Angeles,Los Angeles,de Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,False,5.0,REG,3,REG,8479496.0,D.,Rittich,8471685.0,A.,Kopitar,/video/ott-at-lak-recap-6365372080112,Sénateurs,,,https://delta.com/,Flights,,,,,/video/ott-at-lak-condensed-game-6365373122112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2024020383,20242025,2,2024-11-30,False,2024-12-01T00:30:00Z,-05:00,-05:00,America/New_York,OFF,OK,"[{'id': 28, 'market': 'A', 'countryCode': 'US', 'network': 'MSG-B', 'sequenceNumber': 383}, {'id': 409, 'market': 'H', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 402}]",/fr/video/buf-vs-nyi-30-11-2024-resume-6365374215112,/fr/video/match-condense-sabres-islanders30-11-2024-6365372779112,/gamecenter/buf-vs-nyi/2024/11/30/2024020383,UBS Arena,7,Sabres,Buffalo,,Buffalo,de Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,False,0.0,2,Islanders,New York,New York,de New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,False,3.0,REG,3,REG,8478009.0,I.,Sorokin,8475314.0,A.,Lee,/video/buf-at-nyi-recap-6365372774112,,,,,,,,,,/video/buf-at-nyi-condensed-game-6365372589112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2024020384,20242025,2,2024-11-30,False,2024-12-01T01:00:00Z,-05:00,-06:00,US/Central,OFF,OK,"[{'id': 567, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNNO', 'sequenceNumber': 274}, {'id': 561, 'market': 'A', 'countryCode': 'US', 'network': 'FDSNSO', 'sequenceNumber': 277}, {'id': 570, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNWIX', 'sequenceNumber': 411}]",/fr/video/nsh-vs-min-30-11-2024-resume-6365374050112,/fr/video/match-condense-predators-wild30-11-2024-6365373468112,/gamecenter/nsh-vs-min/2024/11/30/2024020384,Xcel Energy Center,18,Predators,Nashville,,Nashville,de Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,https://assets.nhle.com/logos/nhl/svg/NSH_dark.svg,False,2.0,30,Wild,Minnesota,Minnesota,du Minnesota,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,False,3.0,OT,3,OT,8479406.0,F.,Gustavsson,8474716.0,J.,Spurgeon,/video/nsh-at-min-recap-6365373160112,,,,https://wild.bookseats.com/build-package/2692193?utm_source=wild&utm_medium=schedule_page&utm_campaign=predators_wild&utm_term=home,Travel Packages,,,,,/video/nsh-at-min-condensed-game-6365373260112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2024020385,20242025,2,2024-11-30,False,2024-12-01T03:00:00Z,-05:00,-07:00,America/Denver,OFF,OK,"[{'id': 4, 'market': 'N', 'countryCode': 'CA', 'network': 'CBC', 'sequenceNumber': 25}, {'id': 286, 'market': 'N', 'countryCode': 'CA', 'network': 'CITY', 'sequenceNumber': 26}, {'id': 282, 'market': 'N', 'countryCode': 'CA', 'network': 'SN', 'sequenceNumber': 101}, {'id': 284, 'market': 'N', 'countryCode': 'CA', 'network': 'SN1', 'sequenceNumber': 102}, {'id': 283, 'market': 'N', 'countryCode': 'CA', 'network': 'SN360', 'sequenceNumber': 103}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 2, 'market': 'H', 'countryCode': 'US', 'network': 'ALT', 'sequenceNumber': 376}]",/fr/video/edm-vs-col-30-11-2024-resume-6365376578112,/fr/video/match-condense-oilers-avalanche30-11-2024-6365376278112,/gamecenter/edm-vs-col/2024/11/30/2024020385,Ball Arena,22,Oilers,Edmonton,,Edmonton,d'Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,False,4.0,21,Avalanche,Colorado,Colorado,du Colorado,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,https://assets.nhle.com/logos/nhl/svg/COL_dark.svg,False,1.0,REG,3,REG,8479973.0,S.,Skinner,8481617.0,V.,Podkolzin,/video/edm-at-col-recap-6365376171112,,,,,,,,,,/video/edm-at-col-condensed-game-6365376657112,,,,https://www.aircanada.com/ca/en/aco/home.html,AIR CANADA FLIGHTS,,,,,,,,,,,,,,,,,,,,,,,,
491,2024020386,20242025,2,2024-11-30,False,2024-12-01T03:00:00Z,-05:00,-08:00,US/Pacific,OFF,OK,"[{'id': 558, 'market': 'A', 'countryCode': 'US', 'network': 'Utah16', 'sequenceNumber': 372}, {'id': 521, 'market': 'H', 'countryCode': 'US', 'network': 'SCRIPPS', 'sequenceNumber': 657}]",/fr/video/uta-vs-vgk-30-11-2024-resume-6365375586112,/fr/video/match-condense-club-de-hockey-de-l-utah-golden-knights30-11-2024-6365376065112,/gamecenter/uta-vs-vgk/2024/11/30/2024020386,T-Mobile Arena,59,Utah Hockey Club,Utah,,Utah,de l'Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg,False,6.0,54,Golden Knights,Vegas,Vegas,de Vegas,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,https://assets.nhle.com/logos/nhl/svg/VGK_dark.svg,False,0.0,REG,3,REG,8483530.0,J.,Stauber,8479343.0,C.,Keller,/video/uta-at-vgk-recap-6365374606112,Club de hockey de l'Utah,,,https://vegasgoldenknights.bookseats.com/build-package/147544012?utm_source=goldenknights&utm_medium=schedule_icon&utm_campaign=utah_goldenknights&utm_content=home,Travel Packages,,,,,/video/uta-at-vgk-condensed-game-6365374508112,,https://vegasgoldenknights.bookseats.com/build-package/147544012?utm_source=goldenknights&utm_medium=schedule_icon&utm_campaign=utah_goldenknights&utm_content=home,Travel Packages,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2024020387,20242025,2,2024-11-30,False,2024-12-01T03:00:00Z,-05:00,-08:00,US/Pacific,OFF,OK,"[{'id': 554, 'market': 'H', 'countryCode': 'US', 'network': 'KHN', 'sequenceNumber': 339}, {'id': 314, 'market': 'A', 'countryCode': 'US', 'network': 'NBCSCA', 'sequenceNumber': 384}, {'id': 388, 'market': 'H', 'countryCode': 'US', 'network': 'KONG', 'sequenceNumber': 654}]",/fr/video/sjs-vs-sea-30-11-2024-resume-6365376072112,/fr/video/match-condense-sharks-kraken30-11-2024-6365375883112,/gamecenter/sjs-vs-sea/2024/11/30/2024020387,Climate Pledge Arena,28,Sharks,San Jose,,San Jose,de San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,False,4.0,55,Kraken,Seattle,Seattle,de Seattle,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,https://assets.nhle.com/logos/nhl/svg/SEA_dark.svg,False,2.0,REG,3,REG,8478406.0,M.,Blackwood,8476879.0,C.,Ceci,/video/sjs-at-sea-recap-6365376659112,,,,,,,,,,/video/sjs-at-sea-condensed-game-6365375010112,,https://stayinglevel.com/offers/cpa-fan/?utm_source=kraken-logo-schedule&utm_medium=logo&utm_campaign=level-cpa-kraken&utm_content=,Stay close to the action at Level,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2024020388,20242025,2,2024-12-01,False,2024-12-01T17:30:00Z,-05:00,-05:00,America/Detroit,OFF,OK,"[{'id': 290, 'market': 'N', 'countryCode': 'CA', 'network': 'SNP', 'sequenceNumber': 33}, {'id': 284, 'market': 'N', 'countryCode': 'CA', 'network': 'SN1', 'sequenceNumber': 102}, {'id': 562, 'market': 'H', 'countryCode': 'US', 'network': 'FDSNDET', 'sequenceNumber': 271}]",/fr/video/van-vs-det-01-12-2024-resume-6365390049112,/fr/video/match-condense-canucks-red-wings01-12-2024-6365390432112,/gamecenter/van-vs-det/2024/12/01/2024020388,Little Caesars Arena,23,Canucks,Vancouver,,Vancouver,de Vancouver,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,https://assets.nhle.com/logos/nhl/svg/VAN_dark.svg,False,5.0,17,Red Wings,Detroit,Detroit,de Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,False,4.0,OT,3,OT,8480947.0,K.,Lankinen,8478498.0,J.,DeBrusk,/video/van-at-det-recap-6365390517112,,,,,,,,,,/video/van-at-det-condensed-game-6365391293112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,2024020389,20242025,2,2024-12-01,False,2024-12-01T20:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,"[{'id': 282, 'market': 'N', 'countryCode': 'CA', 'network': 'SN', 'sequenceNumber': 101}, {'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 31, 'market': 'H', 'countryCode': 'US', 'network': 'NESN', 'sequenceNumber': 396}]",/fr/video/mtl-vs-bos-01-12-2024-resume-6365396128112,/fr/video/match-condense-canadiens-bruins01-12-2024-6365394901112,/gamecenter/mtl-vs-bos/2024/12/01/2024020389,TD Garden,8,Canadiens,Montréal,,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,3.0,6,Bruins,Boston,Boston,de Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_dark.svg,False,6.0,REG,3,REG,8480280.0,J.,Swayman,8479325.0,C.,McAvoy,/video/mtl-at-bos-recap-6365395076112,,,,https://www.jetblue.com/?utm_source=Bruins-Web&utm_medium=Schedule-Icon&utm_campaign=Ticket-Booking,Fly JetBlue,,,,,/video/mtl-at-bos-condensed-game-6365396035112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2024020390,20242025,2,2024-12-01,False,2024-12-01T20:00:00Z,-05:00,-06:00,America/Chicago,OFF,OK,"[{'id': 551, 'market': 'H', 'countryCode': 'US', 'network': 'CHSN', 'sequenceNumber': 243}, {'id': 565, 'market': 'A', 'countryCode': 'US', 'network': 'FDSNOH', 'sequenceNumber': 276}]",/fr/video/cbj-vs-chi-01-12-2024-resume-6365393252112,/fr/video/match-condense-blue-jackets-blackhawks01-12-2024-6365393935112,/gamecenter/cbj-vs-chi/2024/12/01/2024020390,United Center,29,Blue Jackets,Columbus,,Columbus,de Columbus,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,https://assets.nhle.com/logos/nhl/svg/CBJ_dark.svg,False,6.0,16,Blackhawks,Chicago,Chicago,de Chicago,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,https://assets.nhle.com/logos/nhl/svg/CHI_dark.svg,False,3.0,REG,3,REG,8478007.0,E.,Merzlikins,8479371.0,D.,Fabbro,/video/cbj-at-chi-recap-6365392487112,,,,,,,,,,/video/cbj-at-chi-condensed-game-6365392981112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2024020391,20242025,2,2024-12-01,False,2024-12-01T21:30:00Z,-05:00,-06:00,US/Central,OFF,OK,"[{'id': 292, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN3', 'sequenceNumber': 134}, {'id': 553, 'market': 'H', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 373}]",/fr/video/wpg-vs-dal-01-12-2024-resume-6365395506112,/fr/video/match-condense-jets-stars01-12-2024-6365395413112,/gamecenter/wpg-vs-dal/2024/12/01/2024020391,American Airlines Center,52,Jets,Winnipeg,,Winnipeg,de Winnipeg,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,https://assets.nhle.com/logos/nhl/svg/WPG_dark.svg,False,1.0,25,Stars,Dallas,Dallas,de Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,False,3.0,REG,3,REG,8479979.0,J.,Oettinger,8478975.0,M.,Marchment,/video/wpg-at-dal-recap-6365396162112,,,,https://www.aa.com/homePage.do?c=SPNS|DSP|STR|2025|SCH|_STARS_SCHEDULE_PAGE_HOME,Book flights with American Airlines,,,,,/video/wpg-at-dal-condensed-game-6365396631112,,https://www.hilton.com/en/?WT.mc_id=zCWDM0US1MB2OLQ3LocalPartner4DM_Sports_Jul5Seed_DallasStars_SchedulePagena6MULTIBR7DFW8i86698,Stay with Hilton®,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2024020392,20242025,2,2024-12-01,False,2024-12-02T01:00:00Z,-05:00,-08:00,America/Los_Angeles,OFF,OK,"[{'id': 33, 'market': 'A', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 294, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN5', 'sequenceNumber': 135}, {'id': 553, 'market': 'H', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 373}]",/fr/video/ott-vs-ana-01-12-2024-resume-6365401793112,/fr/video/match-condense-senateurs-ducks01-12-2024-6365400264112,/gamecenter/ott-vs-ana/2024/12/01/2024020392,Honda Center,9,Senators,Ottawa,,Ottawa,d'Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,False,3.0,24,Ducks,Anaheim,Anaheim,d'Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,False,4.0,SO,3,SO,8480843.0,L.,Dostal,,,,/video/ott-at-ana-recap-6365401896112,Sénateurs,,,,,Dostál,,Dostál,,/video/ott-at-ana-condensed-game-6365400813112,,https://bit.ly/3RlLtQm,Stay at Westin Anaheim,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2024020393,20242025,2,2024-12-02,False,2024-12-03T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 409, 'market': 'A', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 402}, {'id': 27, 'market': 'H', 'countryCode': 'US', 'network': 'MSG', 'sequenceNumber': 408}]",/fr/video/njd-vs-nyr-02-12-2024-resume-6365448834112,/fr/video/match-condense-devils-rangers02-12-2024-6365449721112,/gamecenter/njd-vs-nyr/2024/12/02/2024020393,Madison Square Garden,1,Devils,New Jersey,,New Jersey,du New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,False,5.0,3,Rangers,New York,New York,de New York,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,False,1.0,REG,3,REG,8474593.0,J.,Markstrom,8482110.0,D.,Mercer,/video/njd-at-nyr-recap-6365448534112,,,,,,Markström,Markström,Markström,,/video/njd-at-nyr-condensed-game-6365449023112,Markström,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2024020394,20242025,2,2024-12-02,False,2024-12-03T00:30:00Z,-05:00,-05:00,America/Toronto,OFF,OK,"[{'id': 548, 'market': 'N', 'countryCode': 'CA', 'network': 'Prime', 'sequenceNumber': 105}, {'id': 281, 'market': 'N', 'countryCode': 'CA', 'network': 'TVAS', 'sequenceNumber': 109}, {'id': 551, 'market': 'A', 'countryCode': 'US', 'network': 'CHSN', 'sequenceNumber': 243}]",/fr/video/chi-vs-tor-02-12-2024-resume-6365450381112,/fr/video/match-condense-blackhawks-maple-leafs02-12-2024-6365450392112,/gamecenter/chi-vs-tor/2024/12/02/2024020394,Scotiabank Arena,16,Blackhawks,Chicago,,Chicago,de Chicago,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,https://assets.nhle.com/logos/nhl/svg/CHI_dark.svg,False,1.0,10,Maple Leafs,Toronto,Toronto,de Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,False,4.0,REG,3,REG,8476932.0,A.,Stolarz,8475166.0,J.,Tavares,/video/chi-at-tor-recap-6365449536112,,,,,,,,,,/video/chi-at-tor-condensed-game-6365449334112,,https://www.marriott.com/default.mi?scid=cfdfa4af-106f-4087-8192-1caa58e5f6ad,Book Now,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2024020395,20242025,2,2024-12-02,False,2024-12-03T02:00:00Z,-05:00,-07:00,America/Denver,OFF,OK,"[{'id': 558, 'market': 'H', 'countryCode': 'US', 'network': 'Utah16', 'sequenceNumber': 372}, {'id': 553, 'market': 'A', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 373}]",/fr/video/dal-vs-uta-02-12-2024-resume-6365453242112,/fr/video/match-condense-stars-club-de-hockey-de-l-utah02-12-2024-6365453051112,/gamecenter/dal-vs-uta/2024/12/02/2024020395,Delta Center,25,Stars,Dallas,,Dallas,de Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,False,2.0,59,Utah Hockey Club,Utah,Utah,de l'Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg,False,1.0,REG,3,REG,8479193.0,C.,DeSmith,8473994.0,J.,Benn,/video/dal-at-uta-recap-6365453331112,,,Club de hockey de l'Utah,,,,,,,/video/dal-at-uta-condensed-game-6365453510112,,,,https://www.aa.com/homePage.do?c=SPNS|DSP|STR|2024|SCH|_STARS_SCHEDULE_PAGE,Book flights with American Airlines,https://www.hilton.com/en/?WT.mc_id=zCWDM0US1MB2OLQ3LocalPartner4DM_Sports_Jul5Seed_DallasStars_SchedulePagena6MULTIBR7DFW8i86698,Stay with Hilton®,,,,,,,,,,,,,,,,,,,,,,
501,2024020396,20242025,2,2024-12-03,False,2024-12-04T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,"[{'id': 329, 'market': 'N', 'countryCode': 'US', 'network': 'ESPN+', 'sequenceNumber': 6}, {'id': 391, 'market': 'N', 'countryCode': 'US', 'network': 'HULU', 'sequenceNumber': 7}, {'id': 287, 'market': 'N', 'countryCode': 'CA', 'network': 'SNE', 'sequenceNumber': 30}, {'id': 288, 'market': 'N', 'countryCode': 'CA', 'network': 'SNO', 'sequenceNumber': 31}, {'id': 284, 'market': 'N', 'countryCode': 'CA', 'network': 'SN1', 'sequenceNumber': 102}]",/fr/video/det-vs-bos-03-12-2024-resume-6365502037112,/fr/video/match-condense-red-wings-bruins03-12-2024-6365503390112,/gamecenter/det-vs-bos/2024/12/03/2024020396,TD Garden,17,Red Wings,Detroit,,Detroit,de Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,https://assets.nhle.com/logos/nhl/svg/DET_dark.svg,False,2.0,6,Bruins,Boston,Boston,de Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_dark.svg,False,3.0,OT,3,OT,8476914.0,J.,Korpisalo,8478401.0,P.,Zacha,/video/det-at-bos-recap-6365502320112,,,,https://www.jetblue.com/?utm_source=Bruins-Web&utm_medium=Schedule-Icon&utm_campaign=Ticket-Booking,Fly JetBlue,,,,,/video/det-at-bos-condensed-game-6365502135112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2024020397,20242025,2,2024-12-03,False,2024-12-04T00:00:00Z,-05:00,-05:00,America/New_York,OFF,OK,"[{'id': 2, 'market': 'A', 'countryCode': 'US', 'network': 'ALT', 'sequenceNumber': 376}, {'id': 28, 'market': 'H', 'countryCode': 'US', 'network': 'MSG-B', 'sequenceNumber': 383}, {'id': 336, 'market': 'A', 'countryCode': 'US', 'network': 'KTVD', 'sequenceNumber': 623}]",/fr/video/col-vs-buf-03-12-2024-resume-6365502085112,/fr/video/match-condense-avalanche-sabres03-12-2024-6365502790112,/gamecenter/col-vs-buf/2024/12/03/2024020397,KeyBank Center,21,Avalanche,Colorado,,Colorado,du Colorado,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,https://assets.nhle.com/logos/nhl/svg/COL_dark.svg,False,5.0,7,Sabres,Buffalo,Buffalo,de Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,False,4.0,REG,3,REG,8475809.0,S.,Wedgewood,8477476.0,A.,Lehkonen,/video/col-at-buf-recap-6365501911112,,,,,,,,,,/video/col-at-buf-condensed-game-6365502084112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2024020398,20242025,2,2024-12-03,False,2024-12-04T00:00:00Z,-05:00,-05:00,America/Montreal,OFF,OK,"[{'id': 131, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN2', 'sequenceNumber': 112}, {'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}, {'id': 409, 'market': 'A', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 402}]",/fr/video/nyi-vs-mtl-03-12-2024-resume-6365502582112,/fr/video/match-condense-islanders-canadiens03-12-2024-6365501341112,/gamecenter/nyi-vs-mtl/2024/12/03/2024020398,Centre Bell,2,Islanders,New York,,New York,de New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,False,1.0,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,2.0,OT,3,OT,8478470.0,S.,Montembeault,8480018.0,N.,Suzuki,/video/nyi-at-mtl-recap-6365501142112,,,,,,,,,,/video/nyi-at-mtl-condensed-game-6365502483112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2024020399,20242025,2,2024-12-03,False,2024-12-04T00:00:00Z,-05:00,-05:00,US/Eastern,OFF,OK,"[{'id': 528, 'market': 'H', 'countryCode': 'US', 'network': 'SN-PIT', 'sequenceNumber': 375}, {'id': 521, 'market': 'A', 'countryCode': 'US', 'network': 'SCRIPPS', 'sequenceNumber': 657}]",/fr/video/fla-vs-pit-03-12-2024-resume-6365501648112,/fr/video/match-condense-panthers-penguins03-12-2024-6365502039112,/gamecenter/fla-vs-pit/2024/12/03/2024020399,PPG Paints Arena,13,Panthers,Florida,Floride,Florida,de la Floride,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,False,4.0,5,Penguins,Pittsburgh,Pittsburgh,de Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,False,5.0,OT,3,OT,8477465.0,T.,Jarry,8475810.0,B.,Rust,/video/fla-at-pit-recap-6365503094112,,,,,,,,,,/video/fla-at-pit-condensed-game-6365501351112,,,,https://www.jetbluevacations.com/sale/florida-panthers?utm_source=panthers&utm_medium=schedule_page&utm_campaign=dates,Fly with JetBlue ,https://www.jetbluevacations.com/sale/florida-panthers?utm_source=panthers&utm_medium=schedule_page&utm_campaign=dates,Stay with JetBlue Vacations ,,,,,,,,,,,,,,,,,,,,,,
